Timer,fight result,has_round_started,is_round_over,player1_id,player1_health,player1_x_coord,player1_y_coord,player1_is_jumping,player1_is_crouching,player1_is_player_in_move,player1_move_id,player1_button_up,player1_button_down,player1_button_left,player1_button_right,player1_button_select,player1_button_start,player1_button_Y,player1_button_B,player1_button_X,player1_button_A,player1_button_L,player1_button_R,player2_id,player2_health,player2_x_coord,player2_y_coord,player2_is_jumping,player2_is_crouching,player2_is_player_in_move,player2_move_id,player2_button_up,player2_button_down,player2_button_left,player2_button_right,player2_button_select,player2_button_start,player2_button_Y,player2_button_B,player2_button_X,player2_button_A,player2_button_L,player2_button_R
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,176,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
153,NOT_OVER,False,False,0,151,221,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,221,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,205,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,202,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,202,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,202,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,202,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,196,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,196,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,193,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,193,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,193,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,193,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,190,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,190,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,187,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,187,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,183,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,183,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,183,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,183,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,179,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,179,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,178,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,178,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,178,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,178,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,177,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,177,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,177,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,177,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
152,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
151,NOT_OVER,True,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,0,151,176,192,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False
